"","cells","pi"
"620","1668",0.00615006150061501
"621","1836",0.00101317122593718
"622","2176",0
"623","562",0.00100334448160535
"624","564",0
"625","583",0.00101317122593718
"626","1970",0.00109469074986316
"627","1051",0
"628","1668",0
"629","1837",0.00551181102362205
"630","1836",0
"631","2002",0.0121580547112462
"632","1024",0.0010129659643436
"633","1136",0.00141906873614191
"634","1385",0
"635","579",0.00303951367781155
"636","725",0.00265266648245372
"637","776",0.00303951367781155
"638","1779",0
"639","1836",0.0103343465045593
"640","1024",0
"641","1081",0.0060790273556231
"642","1249",0
"643","583",0.00260529743812419
"644","917",0.00329280648429585
"645","583",0.0317117117117117
"646","583",0.00177304964539007
"647","1723",0
"648","942",0.00202634245187437
"649","564",0.0011883541295306
"650","1385",0
"651","941",0
"652","583",0
"653","1613",0.00116550116550117
"654","583",0.000759878419452888
"655","1891",0.00202634245187437
"656","583",0
"657","345",0.0313971742543171
"658","2231",0
"659","583",0.00280112044817927
"660","776",0.00185701021355617
"661","834",0.046242774566474
"662","2238",0.00102249488752556
"663","917",0.0251074113856069
"664","2231",0.00202634245187437
"665","832",0
