"Scientific name","Common name","Coverage","URL",
"Idioscopus nagpurensis","mango leafhopper","Full","https://www.cabi.org/isc/datasheet/28471",
"Idioscopus nitidulus","mango leafhopper","Full","https://www.cabi.org/isc/datasheet/28472",
"Polistes chinensis antennalis","Asian paper wasp","Full","https://www.cabi.org/isc/datasheet/42745",
"Paratachardina pseudolobata","lobate lac scale","Full","https://www.cabi.org/isc/datasheet/45386",
"Ceratitis cosyra","mango fruit fly","Full","https://www.cabi.org/isc/datasheet/12370",
"Neoceratitis cyanescens","tomato fruit fly","Full","https://www.cabi.org/isc/datasheet/12372",
"Bactrocera correcta","guava fruit fly","Full","https://www.cabi.org/isc/datasheet/8703",
"Bactrocera facialis","","Full","https://www.cabi.org/isc/datasheet/8710",
"Bactrocera frauenfeldi","mango fruit fly","Full","https://www.cabi.org/isc/datasheet/8712",
"Bactrocera kirki","","Full","https://www.cabi.org/isc/datasheet/8717",
"Bactrocera minax","Chinese citrus fly","Full","https://www.cabi.org/isc/datasheet/8726",
"Bactrocera neohumeralis","","Full","https://www.cabi.org/isc/datasheet/8727",
"Bactrocera psidii","South Sea guava fruit fly","Full","https://www.cabi.org/isc/datasheet/8734",
"Bactrocera xanthodes","Pacific fruit fly","Full","https://www.cabi.org/isc/datasheet/8748",
"Cacoecimorpha pronubana","carnation tortrix","Full","https://www.cabi.org/isc/datasheet/54205",
"Obolodiplosis robiniae","black locust gall midge","Basic","https://www.cabi.org/isc/datasheet/109367",
"Dryocosmus kuriphilus","Oriental chestnut gall wasp","Full","https://www.cabi.org/isc/datasheet/20005",
"Dryocoetes confusus","western balsam bark beetle","Full","https://www.cabi.org/isc/datasheet/20024",
"Eulachnus rileyi","pine needle aphid","Full","https://www.cabi.org/isc/datasheet/23148",
"Hylobitelus xiaoi","","Full","https://www.cabi.org/isc/datasheet/28151",
"Pseudococcus elisae","banana mealybug","Full","https://www.cabi.org/isc/datasheet/45085",
"Callidiellum rufipenne","Japanese cedar longhorn beetle","Full","https://www.cabi.org/isc/datasheet/10631",
"Cacyreus marshalli","pelargonium butterfly","Full","https://www.cabi.org/isc/datasheet/10683",
"Aeolesthes sarta","city longhorn beetle","Full","https://www.cabi.org/isc/datasheet/3430",
"Aethina tumida","","Full","https://www.cabi.org/isc/datasheet/3459",
"Aleurodicus destructor","coconut whitefly","Full","https://www.cabi.org/isc/datasheet/4140",
"Trioza erytreae","African citrus psyllid","Full","https://www.cabi.org/isc/datasheet/54914",
"Unaspis citri","citrus snow scale","Full","https://www.cabi.org/isc/datasheet/55685",
"Ips cembrae","large larch bark beetle","Full","https://www.cabi.org/isc/datasheet/28820",
"Ips hauseri","Kyrgyz mountain engraver","Full","https://www.cabi.org/isc/datasheet/28826",
"Ips subelongatus","larch bark beetle","Full","https://www.cabi.org/isc/datasheet/28841",
"Scirtothrips aurantii","South African citrus thrips","Full","https://www.cabi.org/isc/datasheet/49061",
"Stictococcus vayssierei","cassava brown root scale","Full","https://www.cabi.org/isc/datasheet/118988",
"Psylliodes chrysocephala","cabbage stem flea beetle","Full","https://www.cabi.org/isc/datasheet/116582",
"Leptoglossus occidentalis","western conifer-seed bug","Basic","https://www.cabi.org/isc/datasheet/30346",
"Archips fuscocupreanus","","Full","https://www.cabi.org/isc/datasheet/6742",
"Tetropium castaneum","black spruce beetle","Full","https://www.cabi.org/isc/datasheet/55300",
"Tetropium fuscum","brown spruce longhorn beetle","Full","https://www.cabi.org/isc/datasheet/55301",
"Xylosandrus ater","","Full","https://www.cabi.org/isc/datasheet/57233",
"Xylosandrus discolor","","Full","https://www.cabi.org/isc/datasheet/57236",
"Xylosandrus mutilatus","camphor shoot beetle","Full","https://www.cabi.org/isc/datasheet/57239",
"Radumeris tasmaniensis","yellow flower wasp","Full","https://www.cabi.org/isc/datasheet/109215",
"Solenopsis papuana","Papuan thief ant","Full","https://www.cabi.org/isc/datasheet/109216",
"Glyptotermes dilatatus","live-wood tea termite (Sri Lanka)","Full","https://www.cabi.org/isc/datasheet/25432",
"Hylastes ater","black pine bark beetle","Full","https://www.cabi.org/isc/datasheet/28047",
"Scolytus morawitzi","scolytid of Morawitz","Full","https://www.cabi.org/isc/datasheet/49211",
"Darna trima","nettle caterpillar","Full","https://www.cabi.org/isc/datasheet/17934",
"Pegomya hyoscyami","mangold fly","Basic","https://www.cabi.org/isc/datasheet/39885",
"Thaumatotibia leucotreta","false codling moth","Full","https://www.cabi.org/isc/datasheet/6904",
"Megastigmus spermotrophus","Douglas-fir seed chalcid","Basic","https://www.cabi.org/isc/datasheet/33131",
"Tecia solanivora","potato tuber moth","Full","https://www.cabi.org/isc/datasheet/52956",
"Zeuzera pyrina","wood leopard moth","Full","https://www.cabi.org/isc/datasheet/57497",
"Pineus boerneri","pine woolly aphid","Basic","https://www.cabi.org/isc/datasheet/41319",
"Rhagoletis fausta","black cherry fruit fly","Full","https://www.cabi.org/isc/datasheet/47055",
"Rhagoletis mendax","blueberry fruit fly","Full","https://www.cabi.org/isc/datasheet/47057",
"Dendroctonus pseudotsugae","Douglas-fir beetle","Full","https://www.cabi.org/isc/datasheet/18355",
"Dendroctonus rufipennis","spruce beetle","Full","https://www.cabi.org/isc/datasheet/18357",
"Coptotermes sjostedti","","Full","https://www.cabi.org/isc/datasheet/15295",
"Dendrolimus superans sibiricus","Siberian silk moth","Full","https://www.cabi.org/isc/datasheet/18371",
"Matsucoccus feytaudi","maritime pine bast scale","Full","https://www.cabi.org/isc/datasheet/32657",
"Monomorium pharaonis","pharaoh ant","Full","https://www.cabi.org/isc/datasheet/34587",
"Noctua pronuba","common yellow underwing moth","Full","https://www.cabi.org/isc/datasheet/36417",
"Icerya samaraia","steatococcus scale","Full","https://www.cabi.org/isc/datasheet/119081",
"Tremex fuscicornis","Tremex wasp","Full","https://www.cabi.org/isc/datasheet/54516",
"Euwallacea destruens","","Full","https://www.cabi.org/isc/datasheet/57156",
"Ferrisia virgata","striped mealybug","Full","https://www.cabi.org/isc/datasheet/23981",
"Polistes dominula","European paper wasp","Full","https://www.cabi.org/isc/datasheet/42750",
"Liriomyza trifolii","American serpentine leafminer","Full","https://www.cabi.org/isc/datasheet/30965",
"Lissorhoptrus oryzophilus","rice water weevil","Full","https://www.cabi.org/isc/datasheet/30992",
"Anastrepha fraterculus","South American fruit fly","Full","https://www.cabi.org/isc/datasheet/5648",
"Otiorhynchus sulcatus","vine weevil","Full","https://www.cabi.org/isc/datasheet/38071",
"Thecodiplosis japonensis","pine needle gall midge","Full","https://www.cabi.org/isc/datasheet/53511",
"Lasius neglectus","invasive garden ant","Full","https://www.cabi.org/isc/datasheet/29888",
"Hylurgops palliatus","lesser spruce shoot beetle","Full","https://www.cabi.org/isc/datasheet/28197",
"Moneilema semipunctatum","cactus borer beetle","Full","https://www.cabi.org/isc/datasheet/120558",
"Chrysodeixis chalcites","golden twin-spot moth","Full","https://www.cabi.org/isc/datasheet/13243",
"Aonidomytilus albus","tapioca scale","Full","https://www.cabi.org/isc/datasheet/5854",
"Elatobium abietinum","green spruce aphid","Full","https://www.cabi.org/isc/datasheet/30897",
"Oracella acuta","loblolly pine mealybug","Full","https://www.cabi.org/isc/datasheet/37737",
"Aspidiotus destructor","coconut scale","Full","https://www.cabi.org/isc/datasheet/7415",
"Sepedon aenescens","snail-killing fly","Full","https://www.cabi.org/isc/datasheet/50832",
"Paratrechina longicornis","crazy ant","Full","https://www.cabi.org/isc/datasheet/44709",
"Pieris brassicae","large cabbage white","Full","https://www.cabi.org/isc/datasheet/41157",
"Tuta absoluta","tomato leafminer","Full","https://www.cabi.org/isc/datasheet/49260",
"Ceutorhynchus obstrictus","cabbage seed pod weevil","Full","https://www.cabi.org/isc/datasheet/12444",
"Agrotis ipsilon","black cutworm","Full","https://www.cabi.org/isc/datasheet/3801",
"Nezara viridula","green stink bug","Full","https://www.cabi.org/isc/datasheet/36282",
"Tapinoma melanocephalum","ghost ant","Full","https://www.cabi.org/isc/datasheet/54310",
"Scyphophorus acupunctatus","agave weevil","Full","https://www.cabi.org/isc/datasheet/49421",
"Leptocybe invasa","blue gum chalcid","Full","https://www.cabi.org/isc/datasheet/108923",
"Harmonia axyridis","harlequin ladybird","Full","https://www.cabi.org/isc/datasheet/26515",
"Icerya purchasi","cottony cushion scale","Full","https://www.cabi.org/isc/datasheet/28432",
"Leucoptera malifoliella","pear leaf blister moth","Full","https://www.cabi.org/isc/datasheet/30492",
"Aproceros leucopoda","elm zigzag sawfly","Full","https://www.cabi.org/isc/datasheet/118020",
"Anastrepha ludens","Mexican fruit fly","Full","https://www.cabi.org/isc/datasheet/5654",
"Apis mellifera scutellata","africanized bee","Full","https://www.cabi.org/isc/datasheet/6362",
"Thaumetopoea processionea","oak processionary moth","Full","https://www.cabi.org/isc/datasheet/53502",
"Toxoptera citricida","black citrus aphid","Full","https://www.cabi.org/isc/datasheet/54271",
"Helicoverpa armigera","cotton bollworm","Full","https://www.cabi.org/isc/datasheet/26757",
"Brachyponera chinensis","Asian needle ant","Full","https://www.cabi.org/isc/datasheet/121713",
"Mythimna unipuncta","rice armyworm","Full","https://www.cabi.org/isc/datasheet/45094",
"Cactoblastis cactorum","cactus moth","Full","https://www.cabi.org/isc/datasheet/10680",
"Lymantria mathura","pink gypsy moth","Full","https://www.cabi.org/isc/datasheet/31809",
"Lymantria monacha","nun moth","Full","https://www.cabi.org/isc/datasheet/31811",
"Myzus persicae","green peach aphid","Full","https://www.cabi.org/isc/datasheet/35642",
"Gonipterus scutellatus","eucalyptus snout beetle","Full","https://www.cabi.org/isc/datasheet/25719",
"Dysmicoccus neobrevipes","grey pineapple mealybug","Full","https://www.cabi.org/isc/datasheet/20251",
"Anoplophora chinensis","black and white citrus longhorn","Full","https://www.cabi.org/isc/datasheet/5556",
"Xylosandrus crassiusculus","Asian ambrosia beetle","Full","https://www.cabi.org/isc/datasheet/57235",
"Anthonomus grandis","Mexican cotton boll weevil","Full","https://www.cabi.org/isc/datasheet/5735",
"Solenopsis invicta","red imported fire ant","Full","https://www.cabi.org/isc/datasheet/50569",
"Bactericera cockerelli","tomato/potato psyllid","Full","https://www.cabi.org/isc/datasheet/45643",
"Coptotermes curvignathus","rubber termite","Full","https://www.cabi.org/isc/datasheet/15282",
"Matsucoccus josephi","Israeli pine bast scale","Full","https://www.cabi.org/isc/datasheet/32658",
"Uraba lugens","eucalypt leaf skeletonizer","Full","https://www.cabi.org/isc/datasheet/55727",
"Epitrix tuberis","tuber flea beetle","Full","https://www.cabi.org/isc/datasheet/21555",
"Phyllocnistis citrella","citrus leaf miner","Full","https://www.cabi.org/isc/datasheet/40831",
"Pyrrhalta luteola","elm leaf beetle","Full","https://www.cabi.org/isc/datasheet/44619",
"Phoracantha recurva","eucalyptus longhorned borer","Full","https://www.cabi.org/isc/datasheet/40371",
"Phoracantha semipunctata","eucalyptus longhorned borer","Full","https://www.cabi.org/isc/datasheet/40372",
"Anopheles quadrimaculatus","common malaria mosquito","Full","https://www.cabi.org/isc/datasheet/94031",
"Sitophilus zeamais","greater grain weevil","Full","https://www.cabi.org/isc/datasheet/10926",
"Callosobruchus chinensis","Chinese bruchid","Full","https://www.cabi.org/isc/datasheet/10986",
"Callosobruchus maculatus","cowpea weevil","Full","https://www.cabi.org/isc/datasheet/10987",
"Chilo suppressalis","striped rice stem borer","Full","https://www.cabi.org/isc/datasheet/12855",
"Chilo partellus","spotted stem borer","Full","https://www.cabi.org/isc/datasheet/12859",
"Cinara cupressi sensu lato","Cypress aphid","Full","https://www.cabi.org/isc/datasheet/13579",
"Ceratitis capitata","Mediterranean fruit fly","Full","https://www.cabi.org/isc/datasheet/12367",
"Crocidosema plebejana","cotton tipworm","Full","https://www.cabi.org/isc/datasheet/16130",
"Liriomyza cicerina","","Full","https://www.cabi.org/isc/datasheet/30953",
"Liriomyza huidobrensis","serpentine leafminer","Full","https://www.cabi.org/isc/datasheet/30956",
"Liriomyza sativae","vegetable leaf miner","Full","https://www.cabi.org/isc/datasheet/30960",
"Monochamus alternatus","Japanese pine sawyer","Full","https://www.cabi.org/isc/datasheet/34719",
"Monochamus sutor","small white-marmorated longicorn","Full","https://www.cabi.org/isc/datasheet/34735",
"Maliarpha separatella","African white rice borer","Full","https://www.cabi.org/isc/datasheet/32351",
"Agrilus planipennis","emerald ash borer","Full","https://www.cabi.org/isc/datasheet/3780",
"Anastrepha grandis","South American cucurbit fruit fly","Full","https://www.cabi.org/isc/datasheet/5649",
"Bactrocera musae","banana fruit fly","Full","https://www.cabi.org/isc/datasheet/8725",
"Anastrepha serpentina","sapodilla fruit fly","Full","https://www.cabi.org/isc/datasheet/5665",
"Anastrepha suspensa","Caribbean fruit fly","Full","https://www.cabi.org/isc/datasheet/5668",
"Adelges piceae","balsam woolly adelgid","Full","https://www.cabi.org/isc/datasheet/3268",
"Adelges tsugae","hemlock woolly adelgid","Full","https://www.cabi.org/isc/datasheet/3270",
"Adoretus sinicus","Chinese rose beetle","Full","https://www.cabi.org/isc/datasheet/3282",
"Conopomorpha cramerella","cocoa pod borer","Full","https://www.cabi.org/isc/datasheet/7017",
"Chrysomya bezziana","Old World screw-worm","Full","https://www.cabi.org/isc/datasheet/88417",
"Thaumetopoea pityocampa","pine processionary","Full","https://www.cabi.org/isc/datasheet/53501",
"Vespula pensylvanica","western yellowjacket","Full","https://www.cabi.org/isc/datasheet/56670",
"Vespula vulgaris","wasp, common","Full","https://www.cabi.org/isc/datasheet/56675",
"Epiphyas postvittana","light brown apple moth","Full","https://www.cabi.org/isc/datasheet/54204",
"Rhyacionia buoliana","European pine shoot moth","Full","https://www.cabi.org/isc/datasheet/23641",
"Gypsonoma aceriana","poplar twig borer","Full","https://www.cabi.org/isc/datasheet/26271",
"Hylobius abietis","large pine weevil","Full","https://www.cabi.org/isc/datasheet/28175",
"Coleophora deauratella","red clover casebearer","Full","https://www.cabi.org/isc/datasheet/121711",
"Rhynchophorus ferrugineus","red palm weevil","Full","https://www.cabi.org/isc/datasheet/47472",
"Rhynchophorus palmarum","South American palm weevil","Full","https://www.cabi.org/isc/datasheet/47473",
"Diaspidiotus perniciosus","San José scale","Full","https://www.cabi.org/isc/datasheet/46224",
"Pseudaulacaspis pentagona","mulberry scale","Full","https://www.cabi.org/isc/datasheet/45077",
"Conotrachelus nenuphar","plum curculio","Full","https://www.cabi.org/isc/datasheet/15164",
"Lymantria dispar","gypsy moth","Full","https://www.cabi.org/isc/datasheet/31807",
"Myzus cerasi","black cherry aphid","Full","https://www.cabi.org/isc/datasheet/35634",
"Papilio demoleus","chequered swallowtail","Full","https://www.cabi.org/isc/datasheet/38758",
"Papuana huebneri","taro beetle","Full","https://www.cabi.org/isc/datasheet/38792",
"Aonidiella aurantii","red scale","Full","https://www.cabi.org/isc/datasheet/5849",
"Bemisia tabaci (MEAM1)","silverleaf whitefly","Full","https://www.cabi.org/isc/datasheet/8925",
"Bemisia tabaci","tobacco whitefly","Full","https://www.cabi.org/isc/datasheet/8927",
"Aonidiella orientalis","oriental yellow scale","Full","https://www.cabi.org/isc/datasheet/5852",
"Meligethes aeneus","rape beetle","Full","https://www.cabi.org/isc/datasheet/33259",
"Pectinophora gossypiella","pink bollworm","Full","https://www.cabi.org/isc/datasheet/39417",
"Aleurodicus dispersus","whitefly","Full","https://www.cabi.org/isc/datasheet/4141",
"Sophonia orientalis","two-spotted leafhopper","Full","https://www.cabi.org/isc/datasheet/50605",
"Thrips palmi","melon thrips","Full","https://www.cabi.org/isc/datasheet/53745",
"Sirex noctilio","woodwasp","Full","https://www.cabi.org/isc/datasheet/50192",
"Ips duplicatus","double-spined bark beetle","Full","https://www.cabi.org/isc/datasheet/28823",
"Ips typographus","eight-toothed bark beetle","Full","https://www.cabi.org/isc/datasheet/28843",
"Gilpinia hercyniae","spruce sawfly","Full","https://www.cabi.org/isc/datasheet/25211",
"Glycaspis brimblecombei","red gum lerp psyllid","Full","https://www.cabi.org/isc/datasheet/25242",
"Tapinoma minutum","dwarf pedicel ant","Full","https://www.cabi.org/isc/datasheet/121450",
"Spodoptera litura","taro caterpillar","Full","https://www.cabi.org/isc/datasheet/44520",
"Prostephanus truncatus","larger grain borer","Full","https://www.cabi.org/isc/datasheet/44524",
"Pissodes castaneus","small banded pine weevil","Full","https://www.cabi.org/isc/datasheet/41485",
"Phloeomyzus passerinii","poplar woolly aphid","Full","https://www.cabi.org/isc/datasheet/40280",
"Phylacteophaga froggatti","leafblister sawfly","Full","https://www.cabi.org/isc/datasheet/40283",
"Saperda populnea","small poplar borer","Full","https://www.cabi.org/isc/datasheet/48317",
"Sitophilus granarius","grain weevil","Full","https://www.cabi.org/isc/datasheet/10850",
"Sitophilus oryzae","lesser grain weevil","Full","https://www.cabi.org/isc/datasheet/10887",
"Diprion similis","white pine sawfly","Full","https://www.cabi.org/isc/datasheet/19195",
"Lilioceris lilii","lily leaf beetle","Full","https://www.cabi.org/isc/datasheet/30800",
"Linepithema humile","Argentine ant","Full","https://www.cabi.org/isc/datasheet/30839",
"Neodiprion sertifer","European pine sawfly","Full","https://www.cabi.org/isc/datasheet/35835",
"Paropsis charybdis","eucalyptus tortoise beetle","Full","https://www.cabi.org/isc/datasheet/38925",
"Leptinotarsa decemlineata","Colorado potato beetle","Full","https://www.cabi.org/isc/datasheet/30380",
"Diuraphis noxia","Russian wheat aphid","Full","https://www.cabi.org/isc/datasheet/9887",
"Anoplophora glabripennis","Asian longhorned beetle","Full","https://www.cabi.org/isc/datasheet/5557",
"Aphis gossypii","cotton aphid","Full","https://www.cabi.org/isc/datasheet/6204",
"Aphis spiraecola","Spirea aphid","Full","https://www.cabi.org/isc/datasheet/6221",
"Hypothenemus hampei","coffee berry borer","Full","https://www.cabi.org/isc/datasheet/51521",
"Trialeurodes ricini","castor bean whitefly","Full","https://www.cabi.org/isc/datasheet/54659",
"Trialeurodes vaporariorum","whitefly, greenhouse","Full","https://www.cabi.org/isc/datasheet/54660",
"Viteus vitifoliae","grapevine phylloxera","Full","https://www.cabi.org/isc/datasheet/56511",
"Siphoninus phillyreae","ash whitefly","Full","https://www.cabi.org/isc/datasheet/51036",
"Tomicus piniperda","common pine shoot beetle","Full","https://www.cabi.org/isc/datasheet/54154",
"Xylosandrus compactus","shot-hole borer","Full","https://www.cabi.org/isc/datasheet/57234",
"Xylosandrus morigerus","brown twig beetle","Full","https://www.cabi.org/isc/datasheet/57238",
"Thaumastocoris peregrinus","bronze bug","Full","https://www.cabi.org/isc/datasheet/109741",
"Hemiberlesia lataniae","latania scale","Full","https://www.cabi.org/isc/datasheet/26647",
"Hemiberlesia rapax","greedy scale (USA)","Full","https://www.cabi.org/isc/datasheet/26651",
"Hylurgus ligniperda","red-haired pine bark beetle","Full","https://www.cabi.org/isc/datasheet/27364",
"Sepedomerus macropus","liverfluke snail predator fly","Full","https://www.cabi.org/isc/datasheet/121695",
"Popillia japonica","Japanese beetle","Full","https://www.cabi.org/isc/datasheet/43599",
"Sesamia cretica","greater sugarcane borer","Full","https://www.cabi.org/isc/datasheet/49749",
"Sesamia grisescens","Pink sugarcane borer","Full","https://www.cabi.org/isc/datasheet/49750",
"Plutella xylostella","diamondback moth","Full","https://www.cabi.org/isc/datasheet/42318",
"Pieris rapae","cabbage white butterfly","Full","https://www.cabi.org/isc/datasheet/41167",
"Scolytus schevyrewi","banded elm bark beetle","Full","https://www.cabi.org/isc/datasheet/49200",
"Scolytus intricatus","European oak bark beetle","Full","https://www.cabi.org/isc/datasheet/49203",
"Bombus terrestris","bumble bee","Full","https://www.cabi.org/isc/datasheet/91578",
"Coccinella septempunctata","seven-spot ladybird","Full","https://www.cabi.org/isc/datasheet/11733",
"Cochliomyia hominivorax","New World screwworm","Full","https://www.cabi.org/isc/datasheet/11753",
"Ctenarytaina eucalypti","blue gum psyllid","Full","https://www.cabi.org/isc/datasheet/16747",
"Diabrotica virgifera virgifera","western corn rootworm","Full","https://www.cabi.org/isc/datasheet/18637",
"Dialeurodes citri","citrus whitefly","Full","https://www.cabi.org/isc/datasheet/18698",
"Brontispa longissima","coconut hispine beetle","Full","https://www.cabi.org/isc/datasheet/10059",
"Bruchophagus roddi","alfalfa seed chalcid","Full","https://www.cabi.org/isc/datasheet/10083",
"Corythucha ciliata","sycamore lace bug","Full","https://www.cabi.org/isc/datasheet/16264",
"Insignorthezia insignis","greenhouse orthezia","Full","https://www.cabi.org/isc/datasheet/37938",
"Orthotomicus erosus","Mediterranean pine beetle","Full","https://www.cabi.org/isc/datasheet/37954",
"Oryctes rhinoceros","coconut rhinoceros beetle","Full","https://www.cabi.org/isc/datasheet/37974",
"Aleurothrixus floccosus","woolly whitefly","Full","https://www.cabi.org/isc/datasheet/4538",
"Wasmannia auropunctata","little fire ant","Full","https://www.cabi.org/isc/datasheet/56704",
"Solenopsis richteri","black imported fire ant","Full","https://www.cabi.org/isc/datasheet/50571",
"Simosyrphus grandicornis","common hover fly","Full","https://www.cabi.org/isc/datasheet/50061",
"Eriosoma lanigerum","woolly aphid","Full","https://www.cabi.org/isc/datasheet/21805",
"Erionota thrax","banana skipper","Full","https://www.cabi.org/isc/datasheet/21833",
"Grapholita molesta","Oriental fruit moth","Full","https://www.cabi.org/isc/datasheet/29904",
"Homalodisca vitripennis","glassy winged sharpshooter","Full","https://www.cabi.org/isc/datasheet/27561",
"Phthorimaea operculella","potato tuber moth","Full","https://www.cabi.org/isc/datasheet/40686",
"Pineus pini","pine woolly aphid","Full","https://www.cabi.org/isc/datasheet/41326",
"Paranthrene tabaniformis","poplar clearwing moth","Full","https://www.cabi.org/isc/datasheet/44409",
"Pheidole megacephala","big-headed ant","Full","https://www.cabi.org/isc/datasheet/40133",
"Saissetia oleae","olive scale","Full","https://www.cabi.org/isc/datasheet/48204",
"Rhagoletis cingulata","cherry fruit fly","Full","https://www.cabi.org/isc/datasheet/47051",
"Rhagoletis pomonella","apple maggot","Full","https://www.cabi.org/isc/datasheet/47060",
"Rhinocyllus conicus","thistle-head weevil","Full","https://www.cabi.org/isc/datasheet/47083",
"Aedes albopictus","Asian tiger mosquito","Full","https://www.cabi.org/isc/datasheet/94897",
"Carposina sasakii","peach fruit moth","Full","https://www.cabi.org/isc/datasheet/11401",
"Sternochetus mangiferae","mango seed weevil","Full","https://www.cabi.org/isc/datasheet/16434",
"Chrysomphalus aonidum","circular scale","Full","https://www.cabi.org/isc/datasheet/13379",
"Dendroctonus frontalis","southern pine beetle","Full","https://www.cabi.org/isc/datasheet/18349",
"Coptotermes","termites","Full","https://www.cabi.org/isc/datasheet/15279",
"Dendroctonus micans","great spruce bark beetle","Full","https://www.cabi.org/isc/datasheet/18352",
"Dendroctonus ponderosae","black hills beetle","Full","https://www.cabi.org/isc/datasheet/18354",
"Coptotermes formosanus","Formosan subterranean termite","Full","https://www.cabi.org/isc/datasheet/15284",
"Dendroctonus valens","red turpentine beetle","Full","https://www.cabi.org/isc/datasheet/18360",
"Bemisia tabaci (MED)","silverleaf whitefly","Full","https://www.cabi.org/isc/datasheet/112682",
"Monomorium destructor","Singapore ant","Full","https://www.cabi.org/isc/datasheet/34581",
"Opogona sacchari","banana moth","Full","https://www.cabi.org/isc/datasheet/37683",
"Nomadacris septemfasciata","red locust","Full","https://www.cabi.org/isc/datasheet/36481",
"Neolecanium cornuparvum","magnolia scale","Full","https://www.cabi.org/isc/datasheet/119071",
"Macrosiphum euphorbiae","potato aphid","Full","https://www.cabi.org/isc/datasheet/32154",
"Acrolepiopsis assectella","leek moth","Full","https://www.cabi.org/isc/datasheet/3017",
"Aphis craccivora","groundnut aphid","Full","https://www.cabi.org/isc/datasheet/6192",
"Sitotroga cerealella","grain moth","Full","https://www.cabi.org/isc/datasheet/50238",
"Tipula paludosa","European crane fly","Full","https://www.cabi.org/isc/datasheet/54013",
"Xyleborus dispar","pear blight beetle","Full","https://www.cabi.org/isc/datasheet/57157",
"Euwallacea fornicatus","tea shot-hole borer","Full","https://www.cabi.org/isc/datasheet/57163",
"Xyleborus perforans","island pinhole borer","Full","https://www.cabi.org/isc/datasheet/57169",
"Xyleborus similis","","Full","https://www.cabi.org/isc/datasheet/57175",
"Anthrenus flavidus","","Basic","https://www.cabi.org/isc/datasheet/112307",
"Erythroneura vulnerata","","Basic","https://www.cabi.org/isc/datasheet/114274",
"Haematobia","","Basic","https://www.cabi.org/isc/datasheet/26345",
"Pulvinaria mesembrianthemi","","Basic","https://www.cabi.org/isc/datasheet/116624",
"Ischnoceros laricimus","","Basic","https://www.cabi.org/isc/datasheet/108159",
"Camenta","","Basic","https://www.cabi.org/isc/datasheet/122421",
"Gitona","","Basic","https://www.cabi.org/isc/datasheet/122425",
"Prosotas","","Basic","https://www.cabi.org/isc/datasheet/122437",
"Tyndarichus","","Basic","https://www.cabi.org/isc/datasheet/54102",
"Dilobopterus costalimae","","Basic","https://www.cabi.org/isc/datasheet/121336",
