"","V1"
"5370",2514997
"5371",2514774
"5372",2514429
"5373",2515148
"5374",2515004
"5375",2514942
"5376",2514556
"5377",2514610
"5378",2514394
"5379",2514797
"5380",2514501
"5381",2514687
"5382",2514664
"5383",2515032
"5384",3376341
"5385",2515318
"5386",2514411
"5387",2514832
"5388",8072499
"5389",2515526
"5390",2515050
"5391",2515418
"5392",2514578
"5393",2514679
"5394",2514483
"5395",2514887
"5396",2515186
"5397",2515306
"5398",2515351
"5399",3376286
"5400",2514924
"5401",8083523
"5402",2514980
"5403",2514368
"5404",3378398
"5405",2514829
"5406",2514632
"5407",2514697
"5408",2515451
"5409",2514552
"5410",2514966
"5411",3377675
"5412",9802104
"5413",3376441
"5414",8345202
"5415",3379957
"5416",2515245
"5417",2515392
"5418",2516915
"5419",2516897
"5420",2977636
"5421",1419547
"5422",3095609
"5423",6443643
"5424",1548761
"5425",5163834
"5426",8255921
"5427",2091803
"5428",2091932
"5429",2091992
"5430",2092040
"5431",2092051
"5432",3199244
"5433",5204696
"5434",5739510
"5435",4360951
"5436",4465191
"5437",4456850
"5438",7687934
"5439",2486147
"5440",2486131
"5441",2486151
"5442",2486129
"5443",2486132
"5444",2486150
"5445",2543387
"5446",1994767
"5447",9983092
"5448",2352479
"5449",3199757
"5450",1872901
"5451",1321175
"5452",4267682
"5453",2616557
"5454",2616582
"5455",2616553
"5456",7416940
"5457",7361172
"5458",7456173
"5459",7713874
"5460",2482552
"5461",2479840
"5462",4359506
"5463",7955771
"5464",5424047
"5465",2465369
"5466",2465380
"5467",2465346
"5468",1382880
"5469",4436478
"5470",4436267
"5471",2493988
"5472",2493987
"5473",2536052
"5474",6536184
"5475",6536187
"5476",7445427
"5477",7420601
"5478",2391729
"5479",2284101
"5480",5238661
"5481",1704863
"5482",2621295
"5483",5588846
"5484",2471672
"5485",5263625
"5486",5263731
"5487",5263721
"5488",5263495
"5489",2426805
"5490",5188971
"5491",5220114
"5492",3033443
"5493",3033312
"5494",7278260
"5495",7278019
"5496",3033374
"5497",3033377
"5498",4363579
"5499",4363583
"5500",3040983
"5501",2374317
"5502",2439261
"5503",2439270
"5504",6525142
"5505",2202641
"5506",2008516
"5507",1095946
"5508",4437280
"5509",1599061
"5510",1599073
"5511",1599075
"5512",4984629
"5513",2071511
"5514",6938373
"5515",2007366
"5516",4514005
"5517",4359529
"5518",2889173
"5519",4038485
"5520",2580559
"5521",2392343
"5522",5177750
"5523",2127037
"5524",8544630
"5525",7750992
"5526",1622599
"5527",1622658
"5528",1622567
"5529",4458788
"5530",3142208
"5531",2495165
"5532",9416124
"5533",4362907
"5534",4362900
"5535",4291199
"5536",1239608
"5537",4987537
"5538",2183729
"5539",2183597
"5540",1420970
"5541",2227663
"5542",7948432
"5543",8263436
"5544",2095555
"5545",2095770
"5546",2095596
"5547",2265824
"5548",5748830
"5549",2524222
"5550",2524240
"5551",7837969
"5552",2558944
"5553",5421999
"5554",5421984
"5555",5262904
"5556",2360842
"5557",2360803
"5558",2071999
"5559",7327990
"5560",2668465
"5561",5200456
"5562",2663288
"5563",4463518
"5564",5081331
"5565",2073947
"5566",2073941
"5567",2069549
"5568",2069572
"5569",9565622
"5570",2069601
"5571",2069529
"5572",2069517
"5573",2264597
"5574",8086347
"5575",1374310
"5576",3190538
"5577",1739381
"5578",1176088
"5579",4544988
"5580",2403428
"5581",2365586
"5582",8310060
"5583",2584247
"5584",2584242
"5585",1005022
"5586",1995066
"5587",1245760
"5588",9117055
"5589",5749351
"5590",4990176
"5591",5749344
"5592",4990175
"5593",1095716
"5594",9582548
"5595",2688638
"5596",5380041
"5597",2540878
"5598",2223453
"5599",4458304
"5600",4361753
"5601",4361747
"5602",4361729
"5603",2113405
"5604",5166315
"5605",5352251
"5606",1043326
"5607",2069748
"5608",3053168
"5609",3003979
"5610",7569075
"5611",2505569
"5612",3989497
"5613",3188674
"5614",3989204
"5615",7727923
"5616",4556372
"5617",4556370
"5618",5824863
"5619",8195144
"5620",7291247
"5621",2889011
"5622",4037603
"5623",5220170
"5624",2551521
"5625",8112343
"5626",2359706
"5627",2328603
"5628",2300732
"5629",4377197
"5630",2703935
"5631",2049661
"5632",2049651
"5633",4595317
"5634",5175681
"5635",5329038
"5636",5328895
"5637",5328909
"5638",5329111
"5639",5329027
"5640",5329014
"5641",4452858
"5642",2436468
"5643",5163470
"5644",9078997
"5645",2174528
"5646",5373017
"5647",5372829
"5648",10073393
"5649",10250126
"5650",5372605
"5651",5372829
"5652",9913257
"5653",2351552
"5654",2351630
"5655",7595433
"5656",9140340
"5657",4284021
"5658",2351271
"5659",4284019
"5660",4284020
"5661",2351327
"5662",5274860
"5663",5274863
"5664",5274858
"5665",2972949
"5666",2888728
"5667",1866356
"5668",2382155
"5669",9733865
"5670",2770610
"5671",1102666
"5672",4432959
"5673",4432969
"5674",1044814
"5675",4432928
"5676",4432936
"5677",1044810
"5678",1067759
"5679",2668224
"5680",5279582
"5681",5279581
"5682",2580576
"5683",3197314
"5684",2356802
"5685",2498001
"5686",2226385
"5687",4285715
"5688",5421389
"5689",2401167
"5690",5384932
"5691",5168442
"5692",3457717
"5693",2577948
"5694",4486818
"5695",2031228
"5696",1556960
"5697",1556899
"5698",2362635
"5699",2393577
"5700",1556243
"5701",2394736
"5702",1486775
"5703",1487716
"5704",1487791
"5705",4454634
"5706",4454634
"5707",2468693
"5708",1887576
"5709",5041466
"5710",5041422
"5711",5041424
"5712",3038546
"5713",2234423
"5714",4304340
"5715",2666899
"5716",1707320
"5717",5159251
"5718",1010024
"5719",1005099
"5720",2129156
"5721",2129226
"5722",7794651
"5723",1420615
"5724",1420612
"5725",8243249
"5726",5219681
"5727",8211070
"5728",8211070
"5729",8211070
"5730",4492738
"5731",9519680
"5732",3203570
"5733",2583174
"5734",2321152
"5735",5185790
"5736",5179388
"5737",5179468
"5738",5179562
"5739",5022124
"5740",1189353
"5741",5013177
"5742",1189397
"5743",1189512
"5744",1189261
"5745",1189484
"5746",2374255
"5747",5229154
"5748",6487294
"5749",2110914
"5750",1849681
"5751",1849924
"5752",3170866
"5753",1392156
"5754",5179027
"5755",4418734
"5756",4474984
"5757",2221687
"5758",4989930
"5759",4989932
"5760",5008491
"5761",5168969
"5762",5168951
"5763",5422829
"5764",5201244
"5765",2335435
"5766",2874612
"5767",4427489
"5768",2598552
"5769",2575053
"5770",1739438
"5771",2084992
"5772",2390703
"5773",2155557
"5774",5001007
"5775",1382851
"5776",6097914
"5777",4560042
"5778",2175942
"5779",3109086
"5780",7903764
"5781",3108983
"5782",2957408
"5783",2957966
"5784",2164250
"5785",4438470
"5786",4438484
"5787",2290761
"5788",2290722
"5789",8920970
"5790",9450610
"5791",7478591
"5792",7635722
"5793",7863555
"5794",5264314
"5795",5504590
"5796",5264442
"5797",5264331
"5798",5506023
"5799",5264463
"5800",5264372
"5801",5505469
"5802",7796715
"5803",5264262
"5804",5264528
"5805",6019824
"5806",5264349
"5807",2583232
"5808",1044161
"5809",2494303
"5810",6100996
"5811",2494194
"5812",2494200
"5813",5199627
"5814",4453624
"5815",5186267
"5816",1762358
"5817",1762383
"5818",2970619
"5819",2970728
"5820",5289666
"5821",5289665
"5822",5289679
"5823",5289686
"5824",5289684
"5825",5151541
"5826",4543569
"5827",3099650
"5828",1184676
"5829",1184637
"5830",1184723
"5831",2491862
"5832",2874655
"5833",3933670
"5834",4544971
"5835",2316677
"5836",2316670
"5837",2316672
"5838",2390192
"5839",2390262
"5840",2390185
"5841",2438147
"5842",8035002
"5843",2378247
"5844",2140235
"5845",2391929
"5846",3092576
"5847",2337607
"5848",1043948
"5849",1043955
"5850",1043938
"5851",1033746
"5852",4559541
"5853",2228667
"5854",7731255
"5855",5879264
"5856",4427576
"5857",6005756
"5858",6005787
"5859",4427572
"5860",5879265
"5861",6005764
"5862",2070969
"5863",8120660
"5864",8227928
"5865",5724455
"5866",5715613
"5867",2070209
"5868",2012130
"5869",1409941
"5870",1358463
"5871",4492193
"5872",4492199
"5873",4307471
"5874",3693199
"5875",2073062
"5876",1181492
"5877",1181234
"5878",1181374
"5879",1181454
"5880",1181282
"5881",1181210
"5882",1181432
"5883",1170174
"5884",1170200
"5885",8383943
"5886",4291553
"5887",1849209
"5888",3193379
"5889",2114456
"5890",2284342
"5891",2283474
"5892",4559003
"5893",4369932
"5894",2150319
"5895",1217476
"5896",1217532
"5897",4537152
"5898",1006917
"5899",1006667
"5900",4987931
"5901",4777382
"5902",2932011
"5903",2929892
"5904",2931469
"5905",9150405
"5906",2932389
"5907",2931914
"5908",2223384
"5909",1032925
"5910",5035187
"5911",5389029
"5912",5389017
"5913",5279603
"5914",5279613
"5915",3092691
"5916",1034668
"5917",3105813
"5918",8228544
"5919",2028238
"5920",7571319
"5921",2705185
"5922",7869399
"5923",2335798
"5924",2133515
"5925",1395998
"5926",1396014
"5927",9394776
"5928",9258547
"5929",9396295
"5930",9592414
"5931",9398259
"5932",9637373
"5933",3172574
"5934",3207190
"5935",6949273
"5936",2431455
"5937",2431456
"5938",3085810
"5939",7340345
"5940",2493624
"5941",2149832
"5942",2149847
"5943",3454783
"5944",2613119
"5945",2556042
"5946",1095763
"5947",2120585
"5948",1034330
"5949",1034329
"5950",5279276
"5951",5185718
"5952",2445356
"5953",5176589
"5954",2591884
"5955",3199115
"5956",2227651
"5957",7820645
"5958",5263968
"5959",3116842
"5960",5229384
"5961",1169652
"5962",1169710
"5963",7410450
"5964",5755291
"5965",2394252
"5966",2394248
"5967",2394249
"5968",2283544
"5969",7830207
"5970",2094340
"5971",1419562
"5972",9195230
"5973",2114888
"5974",7190107
"5975",3026819
"5976",5959034
"5977",5199674
"5978",2871376
"5979",8233251
"5980",8076371
"5981",8372190
"5982",8294562
"5983",8282687
"5984",8176520
"5985",5199417
"5986",5109843
"5987",8352161
"5988",5109931
"5989",5109882
"5990",1886251
"5991",5729633
"5992",5729643
"5993",5729648
"5994",6452772
"5995",2557761
"5996",2557730
"5997",2557743
"5998",2557716
"5999",2557682
"6000",2561613
"6001",2412987
"6002",2365685
"6003",2531605
"6004",9727645
"6005",2157245
"6006",2157203
"6007",2157242
"6008",1360061
"6009",1095652
"6010",2567568
"6011",1043978
"6012",7504253
"6013",5384604
"6014",2616058
"6015",4423994
"6016",6097337
"6017",2567319
"6018",2567310
"6019",2181646
"6020",5815252
"6021",1029253
"6022",2351343
"6023",1247584
"6024",2207624
"6025",1419211
"6026",1201317
"6027",5233205
"6028",2216565
"6029",4488933
"6030",2020689
"6031",2020688
"6032",2020686
"6033",7954778
"6034",5213449
"6035",4427606
"6036",9795553
"6037",4292415
"6038",4377904
"6039",4362384
"6040",5154481
"6041",8966182
"6042",2130398
"6043",2130400
"6044",2625905
"6045",2232804
"6046",5102449
"6047",5769709
"6048",5102459
"6049",5102445
"6050",5769719
"6051",7457167
"6052",5263907
"6053",2414187
"6054",4357948
"6055",2625075
"6056",2264558
"6057",1526081
"6058",8038377
"6059",4417617
"6060",5257863
"6061",4995813
"6062",5329192
"6063",1624370
"6064",8423010
"6065",2321343
"6066",2321339
"6067",2495696
"6068",2495688
"6069",2495659
"6070",2310244
"6071",1047039
"6072",9282206
"6073",1574962
"6074",1574951
"6075",1574948
"6076",5243623
"6077",2583260
"6078",2583247
"6079",7467841
"6080",4558533
"6081",2283790
"6082",4558550
"6083",4558535
"6084",2283792
"6085",2283791
"6086",5188637
"6087",5188636
"6088",5188635
"6089",7425750
"6090",2533347
"6091",5752979
"6092",1320345
"6093",1320321
"6094",1320330
"6095",1477054
"6096",6100944
"6097",5845390
"6098",6091856
"6099",2489104
"6100",2331942
"6101",4416920
"6102",6785145
"6103",2203129
"6104",4465368
"6105",2115567
"6106",1563165
"6107",5239850
"6108",7623986
"6109",5239900
"6110",8146046
"6111",5239864
"6112",5239846
"6113",7777157
"6114",5239925
"6115",7776205
"6116",5239873
"6117",2264808
"6118",2435506
"6119",4439567
"6120",4424419
"6121",1997400
"6122",7705930
"6123",9288314
"6124",5194562
"6125",5194732
"6126",5194707
"6127",5194583
"6128",5194683
"6129",5194599
"6130",2436886
"6131",2436905
"6132",1042697
"6133",1010693
"6134",6136624
"6135",3151558
"6136",7558421
"6137",2332243
"6138",5201174
"6139",1940717
"6140",4525777
"6141",4341995
"6142",2386659
"6143",5265718
"6144",5469137
"6145",5121942
"6146",2316765
"6147",2204780
"6148",2204831
"6149",4479868
"6150",2284335
"6151",4359300
"6152",2473477
"6153",4358768
"6154",4358765
"6155",4358769
"6156",3183534
"6157",1373352
"6158",5746302
"6159",5746299
"6160",7204257
"6161",1728965
"6162",4438600
"6163",4438603
"6164",4528702
"6165",1035556
"6166",2498010
"6167",2498015
"6168",2498012
"6169",2498009
"6170",2498007
"6171",2110423
"6172",2493633
"6173",1110604
"6174",1420880
"6175",3088481
"6176",2077119
"6177",2077113
"6178",4386522
"6179",2218531
"6180",2218532
"6181",2874701
"6182",2874696
"6183",8380575
"6184",2874706
"6185",2874700
"6186",2437450
"6187",2437438
"6188",3118274
"6189",4417602
"6190",2593120
"6191",2593110
"6192",2593081
"6193",2593065
"6194",2593060
"6195",2140187
"6196",1316805
"6197",2445052
"6198",8994891
"6199",2445034
"6200",1161907
"6201",2475243
"6202",2010931
"6203",6519254
"6204",5123339
"6205",1320126
"6206",1320123
"6207",1850658
"6208",3172492
"6209",7909042
"6210",7783291
"6211",2139961
"6212",7403210
"6213",2139933
"6214",8224548
"6215",2468700
"6216",2283570
"6217",4513246
"6218",2457466
"6219",2360687
"6220",6126908
"6221",1450317
"6222",4504465
"6223",9840903
"6224",7569358
"6225",2007964
"6226",1045843
"6227",1045842
"6228",4449467
"6229",1161887
"6230",4423834
"6231",2010089
"6232",2131401
"6233",2131567
"6234",2135959
"6235",1623245
"6236",1623221
"6237",2374521
"6238",2374540
"6239",2374535
"6240",2325174
"6241",2325189
"6242",2288844
"6243",2288847
"6244",4587510
"6245",1627962
"6246",1627975
"6247",4440220
"6248",1066824
"6249",2441461
"6250",2441454
"6251",2441514
"6252",2441502
"6253",1373139
"6254",2151743
"6255",1368734
"6256",1369016
"6257",1369029
"6258",1323402
"6259",1323493
"6260",1323247
"6261",1323448
"6262",1323414
"6263",7908241
"6264",2130282
"6265",2130256
"6266",2130305
"6267",2130165
"6268",2130144
"6269",2130102
"6270",2130146
"6271",2130322
"6272",2130285
"6273",2130252
"6274",2130185
"6275",2130117
"6276",2473577
"6277",2473663
"6278",1388357
"6279",1122893
"6280",1122917
"6281",1122938
"6282",2269532
"6283",2408161
"6284",2225584
"6285",5974364
"6286",4307290
"6287",3193498
"6288",9355965
"6289",3193569
"6290",4449499
"6291",4427408
"6292",2012298
"6293",1824131
"6294",1824113
"6295",2069467
"6296",8019265
"6297",5250069
"6298",6097410
"6299",4557040
"6300",1391039
"6301",4561966
"6302",2291444
"6303",4562023
"6304",5189038
"6305",2142924
"6306",5148424
"6307",4522744
"6308",2071633
"6309",1421105
"6310",4451114
"6311",2564862
"6312",3047598
"6313",1589856
"6314",1589838
"6315",1095910
"6316",1385422
"6317",9406121
"6318",1420892
"6319",1420923
"6320",1420962
"6321",1420906
"6322",4799919
"6323",1420884
"6324",1420954
"6325",1420961
"6326",5415456
"6327",1877291
"6328",1095808
"6329",5711974
"6330",2620116
"6331",1795068
"6332",5185846
"6333",9552432
"6334",2513423
"6335",7620875
"6336",2513463
"6337",2513473
"6338",2324085
"6339",8070994
"6340",2324091
"6341",7737338
"6342",4372832
"6343",2468542
"6344",2362524
"6345",1858093
"6346",1858173
"6347",1858100
"6348",1858163
"6349",1858063
"6350",1857626
"6351",1379219
"6352",2020591
"6353",2071589
"6354",2071540
"6355",2071528
"6356",2071525
"6357",10271458
"6358",2071530
"6359",1505543
"6360",2475965
"6361",2475959
"6362",7816630
"6363",2306081
"6364",1690639
"6365",6490371
"6366",5215548
"6367",2407271
"6368",1371434
"6369",2284247
"6370",2284239
"6371",2284240
"6372",7698949
"6373",4485136
"6374",2075864
"6375",4329506
"6376",4329507
"6377",2443057
"6378",2443002
"6379",2443002
"6380",2443002
"6381",2442965
"6382",5210485
"6383",1589999
"6384",8080220
"6385",1245887
"6386",1245893
"6387",2223511
"6388",4455120
"6389",2516765
"6390",2765156
"6391",2765221
"6392",2765359
"6393",2516438
"6394",2516419
"6395",2516430
"6396",3188757
"6397",5729439
"6398",4559171
"6399",9716265
"6400",2523162
"6401",4476715
"6402",4476584
"6403",9873458
"6404",4357214
"6405",1242596
"6406",3054399
"6407",2140406
"6408",4484263
"6409",2012134
"6410",4484265
"6411",2012132
"6412",4990338
"6413",4990339
"6414",5878296
"6415",8345727
"6416",5421116
"6417",4985072
"6418",1085188
"6419",1085281
"6420",6097647
"6421",2616232
"6422",2049936
"6423",1032748
"6424",4422458
"6425",7543014
"6426",4555381
"6427",4459534
"6428",1151435
"6429",1151446
"6430",2479686
"6431",1398961
"6432",1398894
"6433",1398814
"6434",1398762
"6435",1398920
"6436",1398877
"6437",1398826
"6438",5241853
"6439",2208401
"6440",2207918
"6441",2207872
"6442",2207855
"6443",1857577
"6444",1786360
"6445",1476105
"6446",4987920
"6447",4987919
"6448",2204981
"6449",2071674
"6450",2283363
"6451",2283562
"6452",2283557
"6453",2283560
"6454",4554225
"6455",4554201
"6456",4554213
"6457",4554216
"6458",2265163
"6459",4322159
"6460",4322163
"6461",4322154
"6462",4322178
"6463",1095370
"6464",3149462
"6465",2376462
"6466",2329923
"6467",1026972
"6468",4998217
"6469",8032382
"6470",4422496
"6471",2408252
"6472",1154692
"6473",2096559
"6474",7763534
"6475",8104237
"6476",5153544
"6477",7995627
"6478",5153690
"6479",4544963
"6480",2431887
"6481",2431886
"6482",6492467
"6483",4430829
"6484",4411124
"6485",5256879
"6486",7535588
"6487",9512405
"6488",1031677
"6489",1729811
"6490",1095984
"6491",1095973
"6492",1095979
"6493",1095977
"6494",4427357
"6495",4427351
"6496",1095971
"6497",1095976
"6498",4426163
"6499",1164954
"6500",8903707
"6501",4487370
"6502",1084559
"6503",1094679
"6504",2375465
"6505",1244637
"6506",4475553
"6507",2687182
"6508",2071907
"6509",2071925
"6510",2308439
"6511",2308528
"6512",2308676
"6513",5453858
"6514",4487799
"6515",7769968
"6516",7987016
"6517",5759237
"6518",8394734
"6519",5152721
"6520",7812829
"6521",2490733
"6522",2490773
"6523",4528099
"6524",1214141
"6525",1214155
"6526",1214025
"6527",1214156
"6528",1214072
"6529",4468772
"6530",1214039
"6531",2234152
"6532",4556178
"6533",2284218
"6534",2407916
"6535",2503645
"6536",2503644
"6537",2369226
"6538",4286150
"6539",2581885
"6540",5289534
"6541",5289503
"6542",5289492
"6543",6132339
"6544",1045506
"6545",2539132
"6546",2181932
"6547",2497921
"6548",1032838
"6549",6935190
"6550",2951984
"6551",5361862
"6552",2142456
"6553",3199159
"6554",5273420
"6555",5273393
"6556",5273309
"6557",7716234
"6558",2087760
"6559",5203115
"6560",5203111
"6561",7911763
"6562",2088481
"6563",2088435
"6564",1013209
"6565",5422556
"6566",7855956
"6567",4374771
"6568",2396768
"6569",2396797
"6570",4454252
"6571",2493723
"6572",7690055
"6573",1881126
"6574",2284723
"6575",4310260
"6576",4492212
"6577",4492208
"6578",2705869
"6579",2505272
"6580",10243169
"6581",4412444
"6582",5250111
"6583",5250210
"6584",5250158
"6585",5250144
"6586",5250105
"6587",9726450
"6588",5250132
"6589",1397455
"6590",2070692
"6591",4485116
"6592",2070707
"6593",2466109
"6594",2516053
"6595",8375625
"6596",8101103
"6597",2515857
"6598",3381035
"6599",2515623
"6600",8208889
"6601",2515591
"6602",2515775
"6603",2515900
"6604",7367354
"6605",2515871
"6606",2516031
"6607",2515938
"6608",7548725
"6609",2515881
"6610",2515758
"6611",2515743
"6612",2515896
"6613",3381230
"6614",3381094
"6615",1044156
"6616",5018567
"6617",2304415
"6618",2133397
"6619",1398629
"6620",1398651
"6621",2557445
"6622",8664341
"6623",2557530
"6624",2557469
"6625",7238892
"6626",7662209
"6627",2557540
"6628",2557496
"6629",2071843
"6630",4087920
"6631",2882849
"6632",7724268
"6633",7298997
"6634",4412847
"6635",2865526
"6636",7686299
"6637",5252679
"6638",5252639
"6639",2378753
"6640",5229136
"6641",5229134
"6642",2556669
"6643",2470729
"6644",2470656
"6645",8839902
"6646",7913434
"6647",2188249
"6648",4543837
"6649",4372686
"6650",2202566
"6651",5262811
"6652",5262796
"6653",5262827
"6654",5262809
"6655",5262818
"6656",2925494
"6657",3172086
"6658",3172062
"6659",2569113
"6660",2569149
"6661",1311477
"6662",1311649
"6663",1311676
"6664",1311671
"6665",5727231
"6666",2569415
"6667",3222442
"6668",3222430
"6669",4985433
"6670",2484628
"6671",2360504
"6672",5414551
"6673",5414550
"6674",2444339
"6675",2049512
"6676",5778081
"6677",5725685
"6678",5251685
"6679",7689733
"6680",4361452
"6681",7704162
"6682",2093114
"6683",2093112
"6684",5219303
"6685",5219243
"6686",5219310
"6687",5289598
"6688",2481907
"6689",2029464
"6690",2077940
"6691",2077950
"6692",1005677
"6693",2126575
"6694",5330092
"6695",5277464
"6696",2227723
"6697",3089154
"6698",1047449
"6699",4435977
"6700",10259316
"6701",4435971
"6702",2624930
"6703",1419396
"6704",1419435
"6705",1419442
"6706",5217334
"6707",5759839
"6708",4554479
"6709",4554479
"6710",4554435
"6711",4554493
"6712",4554459
"6713",4554504
"6714",4554460
"6715",4554488
"6716",4554457
"6717",8246728
"6718",7849089
"6719",2307544
"6720",4424772
"6721",5255134
"6722",9360507
"6723",9360507
"6724",5022120
"6725",5020985
"6726",5019544
"6727",8101270
"6728",1211261
"6729",7730115
"6730",5020204
"6731",6005810
"6732",4453676
"6733",1201568
"6734",2020823
"6735",4444739
"6736",7501381
"6737",5427453
"6738",8636797
"6739",8152712
"6740",9134964
"6741",1216881
"6742",4427547
"6743",8391987
"6744",1159172
"6745",1830457
"6746",1169958
"6747",1048600
"6748",7923205
"6749",4368896
"6750",2516246
"6751",2458538
"6752",2458374
"6753",1557461
"6754",1557446
"6755",1557426
"6756",1374403
"6757",4530214
"6758",2984532
"6759",5119506
"6760",2132697
"6761",2008840
"6762",5178850
"6763",2164669
"6764",2703228
"6765",2703231
"6766",3039424
"6767",2162903
"6768",2162924
"6769",5231140
"6770",2491872
"6771",2573153
"6772",1045852
"6773",9554490
"6774",9784392
"6775",2153287
"6776",2142547
"6777",2489344
"6778",2159658
"6779",4373710
"6780",1048964
"6781",6272357
"6782",1320686
"6783",2049681
"6784",1651891
"6785",1650395
"6786",1317433
"6787",5013559
"6788",2087616
"6789",5087530
"6790",4732709
"6791",1870532
"6792",2007383
"6793",1228028
"6794",1733415
"6795",2013312
"6796",2083931
"6797",2044814
"6798",4991764
"6799",1318874
"6800",8351566
"6801",5164301
"6802",4995642
"6803",1319870
"6804",8147463
"6805",5068870
"6806",1310897
"6807",1388541
"6808",1309713
"6809",5035230
"6810",5035159
"6811",5035017
"6812",1211257
"6813",8014792
"6814",7436452
"6815",1311698
"6816",1315391
"6817",5020266
"6818",1216879
"6819",9263156
"6820",5871429
"6821",8026152
"6822",5087578
"6823",5164055
"6824",7690887
"6825",8210640
"6826",5109855
"6827",8021093
"6828",7775152
"6829",5109850
"6830",1625094
"6831",8278972
"6832",5109925
"6833",1792564
"6834",4532122
"6835",1946738
"6836",1625561
"6837",8070510
"6838",7930834
"6839",1652950
"6840",4486335
"6841",5157899
"6842",1864007
"6843",1626079
"6844",5875987
"6845",1091163
"6846",5141677
"6847",1875607
"6848",5102980
"6849",1880103
"6850",1321175
"6851",1842097
"6852",2075679
"6853",4386085
"6854",1067209
"6855",4536329
"6856",4527258
"6857",2072955
"6858",5752979
"6859",1948618
"6860",1377314
"6861",5878960
"6862",10364910
"6863",5878934
"6864",1419845
"6865",7365555
"6866",5146832
"6867",10335441
"6868",1039514
"6869",1041499
"6870",1394406
"6871",6097398
"6872",1095803
"6873",4484454
"6874",7741971
"6875",1265229
"6876",1877601
"6877",1092466
"6878",2078313
"6879",9328302
"6880",1852872
"6881",1830582
"6882",4492211
"6883",4492204
"6884",8130128
"6885",4450862
"6886",1593447
"6887",1374868
"6888",1380225
"6889",2075780
"6890",7559920
"6891",8126914
"6892",4452268
"6893",8265597
"6894",4466618
"6895",5385215
"6896",1861547
"6897",1043560
"6898",1905281
"6899",7803387
"6900",1723292
"6901",4444731
"6902",1541688
"6903",1933649
"6904",1769543
"6905",1795215
"6906",1748805
"6907",1683314
"6908",4525487
"6909",9202887
"6910",1983922
"6911",7806624
"6912",1777517
"6913",4449473
"6914",1785733
"6915",2071320
"6916",4437308
"6917",4535620
"6918",10240114
"6919",5882965
"6920",1424656
"6921",1429738
"6922",1429737
"6923",1428698
"6924",2020302
"6925",5074643
"6926",5073752
"6927",5073692
"6928",5073664
"6929",5074647
"6930",5074689
"6931",5074951
"6932",5074672
"6933",1035540
"6934",1441661
"6935",1349739
"6936",1349567
"6937",1350004
"6938",1349735
"6939",1349570
"6940",1349939
"6941",1349626
"6942",1926834
"6943",1422087
"6944",1422077
"6945",1950192
"6946",7609979
"6947",8167139
"6948",1905267
"6949",2042414
"6950",4423931
"6951",1231450
"6952",4424030
"6953",4531267
"6954",4531968
"6955",2076745
"6956",1842892
"6957",4484735
"6958",2346575
"6959",6130408
"6960",10399906
"6961",5884851
"6962",4492195
"6963",2096152
"6964",1707345
"6965",7947033
"6966",4424145
"6967",1227925
"6968",1311477
"6969",8707851
"6970",10269496
"6971",5137808
"6972",4776118
"6973",5160475
"6974",2096258
"6975",1749713
"6976",1803261
"6977",1156052
"6978",5117791
"6979",1891167
"6980",1106301
"6981",1626103
"6982",1626073
"6983",1625524
"6984",1626265
"6985",1622131
"6986",2012139
"6987",1809135
"6988",1311649
"6989",8854458
"6990",1530754
"6991",5073476
"6992",5073576
"6993",5867686
"6994",1383915
"6995",1858207
"6996",1750056
"6997",5333347
"6998",4460196
"6999",1782763
"7000",1770573
"7001",1385512
"7002",8204749
"7003",5866171
"7004",6273660
"7005",6130426
"7006",8276534
"7007",1420619
"7008",5349965
"7009",1188893
"7010",2070614
"7011",2020635
"7012",4301036
"7013",5128005
"7014",8095561
"7015",1964471
"7016",4484088
"7017",8142643
"7018",1827645
"7019",5056025
"7020",1867110
"7021",8352879
"7022",1325576
"7023",1923809
"7024",2093334
"7025",4990198
"7026",4990198
"7027",1317104
"7028",1775796
"7029",4452858
"7030",1929697
"7031",1983288
"7032",1982406
"7033",5297899
"7034",2096282
"7035",2096072
"7036",1686874
"7037",1746149
"7038",1777948
"7039",9536263
"7040",5035045
"7041",1730987
"7042",9952544
"7043",1322312
"7044",1625496
"7045",5036745
"7046",4427384
"7047",5772171
"7048",5414976
"7049",5131096
"7050",1856595
"7051",1856005
"7052",1147920
"7053",2073240
"7054",5119414
"7055",5878491
"7056",7744130
"7057",8142925
"7058",1625226
"7059",5005477
"7060",1497475
"7061",1373352
"7062",4530214
"7063",2096154
"7064",1820589
"7065",2032847
"7066",2032829
"7067",1626042
"7068",1628210
"7069",8347805
"7070",8203136
"7071",5087454
"7072",7592756
"7073",7549518
"7074",5087479
"7075",5087312
"7076",7796941
"7077",1242974
"7078",9253699
"7079",2095325
"7080",1160956
"7081",8254044
"7082",5018632
"7083",1242444
"7084",1420608
"7085",1746806
"7086",1216904
"7087",1216909
"7088",9704863
"7089",5105267
"7090",1576260
"7091",5879783
"7092",1730978
"7093",2049568
"7094",1622608
"7095",1622650
"7096",1228029
"7097",5017505
"7098",8769616
"7099",1733415
"7100",1789695
"7101",9582106
"7102",4492220
"7103",1227963
"7104",5871389
"7105",1625168
"7106",1596771
"7107",1119554
"7108",2083671
"7109",2076533
"7110",5054931
"7111",1920506
"7112",4464290
"7113",1771245
"7114",1625041
"7115",1824113
"7116",1319870
"7117",1820450
"7118",1820372
